"AREA_CODE","AREA_NAME","COMPONENT","SEX","AGE_GROUP","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047"
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,21,10227.000,10180.204,10416.888,10374.840,10296.015,10246.842,10511.044,10899.951,10825.870,10933.038,11107.628,11102.826,10839.297,10625.799,10643.003,10716.094,10455.172,10274.837,10200.510,10067.896,9863.414,9907.925,9472.199,9475.932,9525.721,9527.196
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,22,10741.000,11167.971,11279.790,11471.105,11465.777,11385.889,11341.017,11625.765,12054.654,11984.486,12101.301,12283.464,12287.141,12008.148,11767.884,11778.986,11866.645,11588.960,11395.810,11303.365,11164.241,10932.421,10988.021,10525.470,10524.898,10577.547
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,23,11719.000,11485.117,11740.966,11720.535,11912.514,11945.012,11889.304,11868.411,12157.479,12599.265,12531.841,12651.356,12833.922,12842.145,12558.808,12310.931,12316.720,12411.246,12128.633,11932.378,11832.430,11691.380,11447.896,11508.713,11039.041,11036.174
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,24,11387.000,11913.604,11636.206,11622.044,11563.166,11760.041,11850.594,11836.114,11825.115,12101.169,12535.765,12472.339,12588.126,12764.735,12775.066,12496.826,12253.328,12255.790,12350.767,12076.292,11883.315,11783.018,11645.106,11403.446,11465.618,11006.596
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,25,10895.000,11637.979,11992.467,11578.467,11482.682,11427.994,11656.558,11805.236,11804.472,11788.822,12055.720,12485.982,12423.652,12536.718,12707.715,12719.690,12443.020,12203.636,12204.552,12299.077,12030.690,11839.189,11739.069,11604.304,11363.841,11428.687
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,26,10694.000,11244.490,11803.811,11926.834,11506.739,11405.379,11382.075,11635.472,11811.743,11810.840,11791.643,12049.439,12474.179,12413.638,12524.255,12689.861,12702.626,12429.148,12193.846,12193.130,12287.102,12024.809,11835.111,11735.781,11604.073,11365.561
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,27,10841.000,11140.285,11601.113,11905.529,11965.233,11581.965,11497.150,11501.788,11761.307,11953.491,11952.077,11929.172,12180.525,12602.518,12543.249,12652.190,12814.176,12827.805,12555.457,12322.313,12320.200,12414.184,12155.824,11966.551,11867.493,11737.532
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,28,10951.000,11261.362,11470.703,11741.479,11951.692,11995.148,11656.059,11588.318,11604.348,11861.192,12068.351,12066.996,12040.929,12286.551,12706.063,12647.288,12755.014,12913.727,12927.774,12656.684,12425.743,12422.277,12516.610,12261.701,12073.113,11974.633
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,29,11365.000,11398.809,11605.969,11632.040,11860.867,12030.268,12080.872,11787.306,11724.132,11744.871,11998.490,12216.466,12214.701,12185.870,12426.254,12842.580,12784.158,12890.583,13046.219,13060.540,12791.542,12562.737,12558.267,12652.728,12401.227,12213.549
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,30,11676.000,12013.770,12039.769,12071.784,12058.697,12295.040,12444.945,12508.410,12238.861,12174.544,12201.610,12459.559,12694.856,12692.064,12658.802,12901.139,13326.803,13266.979,13374.993,13531.626,13546.316,13270.814,13037.493,13031.826,13129.016,12873.400
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,31,12422.000,12428.126,12658.542,12579.415,12565.275,12552.230,12811.812,12949.452,13016.572,12760.295,12692.631,12725.089,12988.941,13241.502,13238.317,13200.666,13445.948,13881.987,13821.350,13931.100,14089.674,14104.880,13822.395,13583.596,13576.594,13676.933
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,32,13024.000,13010.765,12980.541,13027.407,12955.784,12934.033,12936.825,13217.397,13337.534,13402.235,13155.863,13085.506,13121.787,13389.708,13656.829,13653.180,13612.044,13859.655,14304.021,14242.052,14353.411,14513.322,14528.809,14240.999,13998.050,13990.089
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,33,13286.000,13614.516,13567.923,13430.368,13411.585,13373.080,13358.772,13379.317,13672.550,13774.419,13838.392,13598.433,13525.056,13565.277,13838.360,14119.089,14114.950,14070.654,14321.389,14775.258,14711.981,14825.396,14987.266,15003.304,14709.495,14461.515
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,34,13744.000,13778.977,14048.646,13899.023,13748.185,13702.238,13704.046,13699.078,13727.177,14026.853,14112.252,14175.440,13942.602,13866.912,13910.650,14187.179,14478.327,14474.110,14426.998,14679.472,15139.566,15075.666,15190.208,15353.380,15369.767,15072.025
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,35,13680.000,14356.990,14360.131,14518.654,14354.228,14215.210,14155.274,14199.797,14198.445,14230.687,14538.335,14609.323,14673.103,14442.815,14364.208,14411.665,14694.821,14999.972,14995.390,14945.143,15202.229,15673.734,15608.043,15725.123,15891.301,15907.995
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,36,13760.000,14226.599,14852.752,14768.159,14903.754,14747.984,14630.000,14562.579,14636.934,14634.514,14669.700,14986.269,15044.002,15108.947,14879.830,14798.160,14849.117,15138.644,15456.337,15451.701,15398.679,15660.285,16142.544,16075.136,16194.854,16364.057
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,37,14367.000,14279.217,14681.978,15209.783,15111.409,15242.631,15107.149,15010.119,14929.617,15026.752,15021.888,15060.545,15383.447,15430.317,15496.258,15268.873,15184.828,15239.059,15533.441,15861.384,15856.522,15801.220,16066.298,16557.204,16488.451,16610.241
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,38,13996.000,14777.780,14672.012,14970.456,15466.497,15380.190,15516.503,15399.424,15313.205,15219.587,15335.832,15329.445,15370.493,15697.804,15734.930,15801.554,15575.298,15489.019,15545.348,15842.935,16179.760,16174.512,16117.547,16385.236,16882.815,16813.211
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,39,14525.000,14330.209,15057.130,14886.713,15150.601,15635.658,15560.329,15707.992,15603.390,15526.261,15422.972,15555.315,15546.965,15591.156,15922.879,15952.094,16020.389,15796.667,15709.018,15768.348,16069.736,16413.119,16408.144,16349.361,16618.819,17121.145
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,40,15049.000,14959.891,14726.433,15364.046,15191.205,15438.809,15928.871,15872.022,16023.102,15925.591,15855.579,15741.417,15887.722,15877.092,15922.735,16258.871,16280.948,16348.718,16123.725,16033.285,16094.341,16399.237,16750.552,16745.759,16686.007,16958.417
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,41,15156.000,15253.018,15139.757,14835.839,15439.936,15278.352,15520.914,16011.941,15965.156,16114.468,16024.217,15960.272,15838.770,15996.272,15983.949,16031.212,16368.265,16384.311,16452.353,16229.283,16137.765,16200.283,16505.846,16860.813,16856.235,16795.820
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,42,15673.000,15409.120,15458.944,15291.196,14970.457,15561.201,15418.901,15658.740,16148.519,16105.489,16256.235,16171.815,16112.945,15984.822,16151.670,16137.314,16185.488,16525.209,16535.327,16603.584,16381.441,16288.837,16352.543,16659.140,17018.225,17013.871
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,43,15291.000,15916.037,15631.828,15608.761,15432.958,15111.670,15699.326,15574.056,15809.145,16293.781,16257.214,16409.068,16330.329,16276.199,16142.549,16318.508,16302.901,16352.888,16695.015,16700.664,16769.742,16547.901,16454.130,16519.339,16828.376,17191.873
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,44,14787.000,15497.759,16095.473,15763.124,15714.228,15542.376,15226.300,15814.011,15700.096,15927.366,16409.224,16376.144,16527.405,16454.827,16405.154,16265.603,16449.445,16432.133,16483.272,16827.267,16828.710,16897.951,16676.540,16581.567,16648.153,16958.472
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,45,14483.000,14879.054,15570.486,16114.509,15777.655,15718.787,15559.587,15253.007,15831.130,15725.610,15947.781,16424.247,16392.836,16546.094,16476.840,16430.556,16287.965,16477.549,16458.548,16510.282,16854.630,16852.331,16922.072,16701.908,16606.669,16674.061
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,46,14651.000,14586.532,14960.292,15607.477,16138.029,15808.800,15743.863,15596.542,15294.244,15863.083,15766.194,15981.595,16454.419,16425.687,16577.972,16513.446,16469.898,16323.771,16518.121,16497.243,16549.037,16893.140,16887.319,16956.723,16737.679,16642.054
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,47,15196.000,14748.506,14669.466,14987.828,15631.381,16159.061,15842.908,15772.869,15634.373,15335.134,15896.982,15807.960,16018.959,16487.668,16460.560,16615.325,16554.562,16515.422,16365.486,16565.148,16543.041,16595.670,16940.635,16932.275,17002.250,16783.765
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,48,14856.000,15244.473,14787.801,14674.025,14983.002,15625.332,16154.178,15846.394,15772.815,15642.579,15345.314,15897.249,15815.972,16022.456,16487.449,16462.878,16617.548,16559.945,16522.755,16371.450,16573.920,16551.061,16603.382,16948.091,16936.653,17006.549
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,49,15262.000,14915.968,15280.487,14798.180,14675.078,14980.960,15631.501,16161.787,15863.590,15783.311,15657.596,15363.012,15909.316,15834.492,16037.561,16498.591,16476.162,16631.707,16577.709,16542.890,16388.848,16594.742,16570.424,16622.807,16967.532,16953.581
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,50,15382.000,15166.213,14815.959,15136.810,14661.513,14545.707,14847.134,15497.998,16020.681,15731.885,15649.296,15526.962,15239.126,15774.075,15704.504,15903.241,16357.651,16337.072,16491.720,16441.774,16409.431,16255.781,16463.872,16438.500,16491.696,16833.733
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,51,15663.000,15376.255,15145.101,14768.049,15074.804,14608.499,14496.553,14799.679,15451.111,15971.411,15688.963,15601.214,15484.991,15200.109,15727.714,15665.508,15860.053,16310.245,16291.778,16446.091,16399.391,16369.568,16214.398,16424.001,16397.858,16450.694
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,52,14821.000,15560.652,15268.096,15012.302,14636.999,14933.647,14483.906,14376.655,14679.150,15327.231,15839.893,15567.559,15476.661,15362.722,15082.795,15601.929,15543.751,15734.375,16176.809,16161.349,16313.878,16271.177,16242.432,16087.096,16298.302,16270.892
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,53,14914.000,14829.673,15549.220,15232.112,14968.168,14598.751,14890.144,14450.145,14349.849,14647.130,15298.179,15808.936,15541.634,15445.862,15338.852,15063.409,15575.864,15524.251,15712.718,16153.194,16138.260,16292.268,16251.720,16225.452,16069.197,16282.132
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,54,15037.000,14823.970,14731.430,15410.327,15090.389,14830.059,14468.266,14755.871,14326.921,14228.422,14523.274,15171.530,15676.180,15417.703,15319.613,15215.393,14945.462,15449.863,15403.656,15587.762,16023.738,16009.750,16162.883,16125.863,16101.454,15945.069
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,55,15090.000,14901.665,14681.964,14566.013,15225.850,14910.319,14654.953,14303.715,14582.781,14164.821,14070.842,14359.649,15003.945,15501.794,15249.643,15149.693,15050.761,14785.106,15280.149,15239.237,15419.966,15849.048,15837.090,15989.361,15954.923,15932.708
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,56,15081.000,14938.132,14752.464,14515.762,14395.471,15038.709,14731.921,14480.142,14139.974,14410.140,14002.766,13913.430,14198.401,14837.111,15328.661,15083.828,14982.856,14889.554,14630.356,15116.285,15080.069,15257.556,15680.417,15669.178,15821.219,15788.267
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,57,14936.000,14950.214,14802.661,14603.142,14365.252,14244.898,14875.539,14573.930,14326.975,13991.865,14253.812,13855.731,13768.032,14049.589,14685.323,15170.712,14934.087,14829.993,14740.705,14487.117,14965.048,14933.507,15107.954,15525.389,15516.352,15667.350
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,58,14823.000,14770.339,14773.680,14611.238,14416.233,14185.016,14067.568,14683.412,14387.621,14143.636,13816.464,14070.469,13681.949,13596.898,13875.628,14505.399,14984.737,14756.227,14651.141,14565.800,14318.492,14788.306,14761.348,14932.022,15343.946,15336.162
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,59,14262.000,14644.033,14589.705,14578.841,14416.746,14228.779,14004.610,13890.328,14492.801,14200.962,13958.668,13640.815,13885.346,13507.323,13427.266,13699.778,14324.276,14796.025,14574.455,14469.607,14388.185,14147.032,14608.132,14584.978,14753.145,15158.858
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,60,13649.000,13963.983,14333.240,14272.309,14260.688,14102.004,13923.960,13709.254,13598.265,14178.502,13896.428,13659.878,13350.281,13588.640,13223.966,13145.553,13414.798,14026.710,14488.394,14276.102,14172.145,14093.909,13859.347,14308.966,14289.026,14452.007
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,61,13056.000,13365.938,13672.585,14016.751,13961.025,13951.568,13801.163,13631.005,13423.238,13315.420,13877.197,13601.510,13368.418,13070.078,13298.713,12947.120,12872.507,13134.990,13737.166,14188.314,13985.403,13882.096,13807.496,13580.842,14019.143,14002.797
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,62,12292.000,12889.342,13192.029,13482.979,13819.363,13771.192,13762.957,13618.279,13456.906,13253.802,13145.935,13694.873,13425.439,13194.968,12902.745,13124.499,12781.006,12709.023,12965.404,13562.302,14009.509,13812.963,13708.212,13638.643,13417.337,13847.997
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,63,11930.000,12054.441,12631.838,12916.059,13198.092,13525.483,13488.424,13483.005,13345.285,13188.225,12991.868,12886.457,13419.637,13154.955,12929.125,12645.373,12860.135,12528.113,12459.130,12709.656,13298.116,13736.262,13548.413,13443.438,13377.728,13163.832
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,64,11288.000,11683.938,11805.466,12357.786,12635.112,12914.085,13233.021,13204.683,13201.613,13068.996,12918.200,12728.269,12624.669,13143.633,12883.751,12662.307,12387.867,12594.611,12273.314,12209.149,12452.253,13031.465,13461.293,13280.853,13176.988,13115.311
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,65,10840.000,11168.608,11559.062,11676.865,12220.192,12494.743,12773.469,13090.601,13069.660,13066.846,12938.359,12793.325,12608.307,12504.345,13012.814,12757.028,12537.931,12267.396,12468.840,12153.761,12091.042,12330.192,12906.169,13333.664,13159.209,13054.312
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,66,10307.000,10621.020,10937.433,11314.271,11431.994,11961.703,12235.163,12510.345,12820.249,12807.511,12805.342,12681.286,12543.239,12364.358,12262.859,12755.747,12505.665,12291.190,12027.470,12223.160,11918.400,11858.631,12093.709,12660.661,13080.949,12914.291
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,67,9864.000,10137.357,10446.646,10749.051,11118.924,11242.397,11761.611,12032.562,12306.314,12610.698,12603.381,12603.669,12481.438,12352.204,12176.571,12074.676,12558.410,12311.817,12102.897,11844.223,12034.052,11737.543,11681.235,11912.274,12472.796,12887.840
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,68,9587.000,9652.329,9918.618,10214.472,10510.311,10874.898,11003.060,11507.554,11775.742,12047.697,12343.047,12342.068,12344.791,12227.024,12103.422,11933.426,11835.445,12303.997,12064.106,11859.943,11608.975,11793.045,11507.063,11452.895,11679.588,12231.046
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,69,9675.000,9461.919,9523.540,9782.707,10075.427,10367.649,10731.088,10862.206,11361.288,11625.469,11899.508,12187.225,12194.238,12196.799,12084.132,11965.289,11799.364,11704.724,12163.760,11927.638,11726.494,11480.748,11659.390,11379.637,11328.298,11549.663
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,70,9256.000,9475.671,9272.424,9334.304,9581.675,9872.915,10162.119,10520.368,10654.000,11140.967,11405.100,11673.154,11959.436,11968.573,11975.200,11866.133,11751.652,11591.047,11497.785,11944.430,11714.737,11517.149,11276.236,11450.995,11180.562,11129.733
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,71,9243.000,9128.877,9345.586,9145.952,9209.474,9452.761,9744.046,10031.533,10387.926,10522.945,11004.389,11268.433,11535.293,11817.561,11832.662,11840.975,11733.191,11625.237,11468.340,11374.982,11815.965,11588.845,11394.570,11156.708,11327.765,11062.661
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,72,9375.000,9109.130,8994.960,9206.605,9016.930,9079.189,9320.990,9612.127,9897.811,10252.292,10389.393,10862.405,11126.094,11393.509,11672.687,11692.518,11701.920,11598.225,11494.408,11342.452,11252.213,11682.764,11461.405,11268.539,11035.655,11202.701
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,73,9639.000,9202.785,8941.467,8826.027,9027.627,8851.031,8916.559,9153.930,9444.508,9725.803,10077.654,10215.483,10679.975,10943.236,11208.540,11484.507,11508.565,11521.173,11419.048,11321.757,11174.175,11084.474,11507.632,11291.516,11102.141,10873.043
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,74,10252.000,9443.263,9019.984,8758.827,8642.065,8841.895,8675.336,8741.042,8973.939,9263.390,9538.964,9888.794,10027.718,10481.687,10741.918,11007.647,11277.899,11307.273,11321.957,11223.888,11132.694,10989.021,10902.627,11315.668,11106.119,10920.155
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,75,11074.000,10060.307,9271.425,8853.833,8600.584,8488.868,8683.582,8528.564,8594.141,8824.605,9112.176,9386.517,9731.393,9874.535,10319.806,10578.977,10845.548,11111.781,11145.196,11161.468,11069.443,10983.055,10844.387,10760.432,11164.981,10961.168
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,76,8740.000,10844.720,9887.163,9111.774,8700.677,8450.804,8339.917,8531.222,8387.457,8454.687,8680.168,8966.491,9235.549,9581.907,9724.313,10161.226,10420.397,10684.744,10950.193,10988.597,11006.810,10916.845,10837.284,10702.409,10620.380,11016.611
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,77,8019.000,8556.868,10614.949,9695.327,8935.709,8536.458,8292.747,8184.340,8372.284,8238.340,8306.894,8528.336,8812.977,9079.951,9421.955,9566.670,9997.205,10255.214,10519.041,10781.482,10824.272,10844.339,10759.410,10685.030,10554.819,10475.162
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,78,7995.000,7805.183,8326.412,10323.566,9452.639,8717.762,8328.802,8091.617,7986.313,8169.540,8046.586,8115.785,8331.985,8614.635,8876.762,9216.151,9361.311,9782.063,10038.481,10301.748,10559.945,10607.487,10630.080,10549.678,10480.954,10356.217
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,79,7411.000,7759.464,7596.078,8098.076,10037.691,9213.556,8499.048,8120.806,7892.739,7791.068,7969.494,7856.844,7926.654,8137.864,8416.157,8675.670,9010.709,9157.048,9569.426,9824.395,10085.592,10340.219,10391.166,10416.016,10341.743,10278.282
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,80,6423.000,7169.519,7528.662,7371.549,7853.890,9731.500,8962.497,8272.105,7903.635,7683.774,7584.377,7757.753,7655.787,7727.137,7931.954,8208.286,8463.488,8796.107,8941.467,9343.361,9597.683,9857.345,10107.286,10164.715,10193.757,10123.724
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,81,5439.000,6204.406,6938.384,7298.361,7160.095,7630.773,9447.243,8723.497,8057.571,7696.713,7486.200,7389.156,7560.268,7468.087,7541.060,7742.542,8013.851,8268.241,8593.092,8740.887,9137.568,9390.554,9648.633,9895.001,9957.571,9989.015
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,82,5648.000,5200.599,5928.687,6625.607,6980.936,6868.564,7317.142,9055.200,8382.767,7747.133,7403.911,7202.766,7109.769,7276.890,7195.519,7266.726,7463.241,7730.217,7978.296,8297.365,8445.518,8828.920,9078.095,9334.664,9574.367,9641.566
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,83,5528.000,5403.425,4989.682,5684.988,6356.014,6708.351,6611.116,7044.097,8711.524,8093.603,7482.329,7154.681,6960.541,6871.267,7031.704,6962.734,7035.136,7225.610,7489.543,7731.914,8046.712,8194.887,8567.485,8815.907,9069.706,9307.325
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,84,5028.000,5167.735,5060.925,4678.814,5326.732,5957.291,6293.831,6217.345,6625.710,8191.998,7634.092,7058.515,6756.215,6573.135,6490.148,6643.795,6583.368,6657.865,6837.029,7092.154,7325.064,7628.312,7773.562,8130.389,8372.977,8617.231
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,85,4820.000,4756.453,4902.791,4808.160,4453.754,5069.171,5669.183,6002.690,5942.080,6331.548,7823.545,7316.088,6771.618,6481.159,6310.221,6232.058,6380.622,6332.878,6405.561,6581.963,6831.399,7061.042,7357.753,7504.143,7851.048,8090.946
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,86,4348.000,4485.815,4444.082,4581.321,4499.414,4173.255,4747.779,5315.909,5639.242,5594.606,5959.416,7364.348,6908.702,6399.162,6124.682,5969.284,5897.459,6040.306,6004.618,6076.807,6247.445,6488.546,6713.006,6999.987,7145.835,7477.444
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,87,3857.000,3978.613,4118.484,4089.132,4216.017,4141.304,3856.151,4377.901,4903.357,5208.604,5179.951,5522.919,6820.772,6425.017,5951.971,5705.012,5560.580,5496.800,5630.516,5605.144,5678.957,5838.936,6071.030,6284.448,6557.885,6702.973
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,88,3428.000,3505.568,3634.126,3767.924,3748.366,3871.569,3805.229,3550.767,4025.232,4513.030,4805.174,4788.852,5106.059,6302.802,5964.772,5531.035,5305.208,5174.045,5116.422,5244.192,5228.696,5302.710,5453.284,5676.350,5880.731,6143.402
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,89,3081.000,3103.275,3195.357,3317.537,3442.448,3435.552,3550.801,3495.574,3268.872,3697.986,4148.741,4428.445,4424.468,4718.160,5816.486,5536.594,5139.029,4931.814,4812.449,4761.366,4881.645,4877.900,4952.116,5094.090,5307.798,5504.665
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,90 and over,12763.000,12767.695,12907.869,13143.528,13493.307,13942.777,14340.380,14791.693,15133.953,15233.733,15689.518,16480.634,17421.187,18241.391,19201.543,21022.945,22356.287,23139.578,23604.002,23866.361,24016.173,24231.617,24416.998,24648.276,24994.800,25515.902
E38000264,NHS Surrey Heartlands ICB - 92A,Population,persons,All ages,1060683.000,1071784.632,1081308.054,1085724.379,1088706.191,1091470.998,1094804.695,1098588.385,1102496.462,1106347.915,1110321.432,1114321.675,1118313.034,1122280.391,1126344.158,1130504.176,1134688.118,1138966.092,1143273.904,1147688.914,1152332.769,1156998.659,1161687.441,1166344.811,1170997.478,1175616.481
E38000265,NHS Sussex ICB - 70F,Population,persons,0,8427.000,7948.286,7966.542,8002.015,7999.849,7998.469,7972.832,7980.440,7985.083,7988.704,7992.270,7998.827,8018.653,8045.953,8080.749,8123.115,8173.867,8229.104,8283.658,8335.874,8383.896,8422.849,8449.959,8468.457,8479.053,8483.108
E38000265,NHS Sussex ICB - 70F,Population,persons,1,8499.000,8634.190,8148.150,8148.510,8180.307,8177.432,8178.667,8158.598,8167.830,8173.509,8178.328,8183.212,8191.318,8212.542,8241.320,8277.627,8321.645,8374.100,8431.040,8487.374,8541.398,8591.220,8631.817,8660.393,8680.227,8691.943
E38000265,NHS Sussex ICB - 70F,Population,persons,2,8952.000,8777.697,8896.067,8371.158,8361.526,8394.321,8394.926,8400.129,8383.344,8392.973,8399.558,8405.448,8411.495,8421.000,8443.454,8473.643,8511.395,8556.997,8611.152,8669.782,8727.863,8783.634,8835.264,8877.490,8907.451,8928.590
E38000265,NHS Sussex ICB - 70F,Population,persons,3,9301.000,9178.900,8980.970,9068.229,8531.974,8520.860,8559.477,8565.452,8572.407,8557.022,8566.952,8574.323,8581.077,8588.087,8598.704,8622.247,8653.568,8692.581,8739.469,8794.997,8855.040,8914.555,8971.839,9024.921,9068.455,9099.565
E38000265,NHS Sussex ICB - 70F,Population,persons,4,9366.000,9499.127,9358.341,9122.851,9200.877,8662.064,8655.234,8700.616,8708.738,8715.565,8701.372,8711.548,8719.541,8727.043,8734.844,8746.404,8770.834,8803.167,8843.176,8891.122,8947.744,9008.933,9069.622,9128.055,9182.320,9226.952
E38000265,NHS Sussex ICB - 70F,Population,persons,5,9646.000,9535.674,9642.919,9472.691,9224.223,9301.383,8765.704,8763.670,8811.939,8820.139,8826.777,8813.449,8823.760,8832.219,8840.275,8848.699,8861.004,8886.134,8919.270,8960.015,9008.778,9066.299,9128.341,9189.906,9249.231,9304.372
E38000265,NHS Sussex ICB - 70F,Population,persons,6,9943.000,9790.183,9659.669,9729.375,9550.413,9298.066,9379.333,8847.886,8847.399,8896.453,8904.684,8911.120,8898.476,8908.862,8917.661,8926.161,8935.065,8947.946,8973.560,9007.244,9048.555,9097.922,9156.050,9218.734,9280.970,9340.914
E38000265,NHS Sussex ICB - 70F,Population,persons,7,10028.000,10089.664,9917.010,9755.916,9811.619,9631.691,9380.325,9465.757,8934.942,8934.297,8984.082,8992.397,8998.600,8986.586,8997.072,9006.262,9015.169,9024.521,9037.953,9064.097,9098.326,9140.208,9190.156,9248.895,9312.261,9375.116
E38000265,NHS Sussex ICB - 70F,Population,persons,8,9909.000,10168.761,10217.202,10013.366,9842.587,9891.456,9714.744,9464.075,9551.369,9019.628,9018.857,9069.329,9077.728,9083.752,9072.369,9082.962,9092.438,9101.737,9111.557,9125.532,9152.152,9186.907,9229.299,9279.780,9339.078,9403.003
E38000265,NHS Sussex ICB - 70F,Population,persons,9,10152.000,10043.380,10287.955,10313.600,10099.157,9925.374,9971.914,9798.328,9546.662,9633.993,9100.921,9100.142,9151.346,9159.797,9165.704,9154.857,9165.516,9175.333,9185.043,9195.240,9209.740,9236.816,9272.043,9314.943,9365.976,9425.843
E38000265,NHS Sussex ICB - 70F,Population,persons,10,10782.000,10299.799,10172.387,10388.928,10409.258,10190.342,10016.901,10061.654,9888.787,9634.185,9721.628,9188.080,9187.208,9238.903,9247.227,9252.862,9242.534,9253.184,9263.231,9273.236,9283.791,9298.772,9326.258,9361.918,9405.250,9456.728
E38000265,NHS Sussex ICB - 70F,Population,persons,11,10759.000,10912.567,10419.980,10260.166,10467.766,10488.978,10268.833,10096.245,10136.943,9964.242,9707.139,9794.726,9261.449,9260.376,9312.573,9320.753,9326.119,9316.259,9326.937,9337.199,9347.486,9358.381,9373.797,9401.613,9437.644,9481.345
E38000265,NHS Sussex ICB - 70F,Population,persons,12,10732.000,10890.863,11031.498,10514.799,10344.513,10549.248,10573.937,10352.619,10179.460,10215.690,10042.995,9783.912,9871.585,9338.080,9336.943,9389.590,9397.752,9402.848,9393.427,9404.111,9414.616,9425.164,9436.399,9452.215,9480.382,9516.781
E38000265,NHS Sussex ICB - 70F,Population,persons,13,10519.000,10797.664,10943.799,11057.839,10539.104,10365.137,10568.253,10595.832,10372.775,10199.134,10231.201,10059.732,9799.456,9885.924,9355.907,9354.444,9406.886,9414.759,9419.380,9410.321,9420.849,9431.384,9442.051,9453.445,9469.478,9497.747
